role_idx,target_role,education_level_val,branch_match_val,cgpa_norm,experience_years,experience_ratio,core_skill_coverage,secondary_skill_coverage,bonus_skill_count,certification_count,eligibility_score,tier_idx,tier_label
4.0,web-developer,0.65,0.65,5.02,0.0,0.0,0.294,0.072,0.0,0.0,39.9,0,Foundational / Action Required
4.0,web-developer,1.0,1.0,9.14,5.0,3.0,1.0,0.903,4.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.82,4.0,3.0,0.796,0.408,3.0,3.0,94.9,3,Highly Eligible
3.0,data-scientist,0.85,0.65,8.7,1.0,0.5,0.4,0.483,2.0,0.0,60.6,1,Partially Eligible
1.0,data-analyst,0.85,0.75,7.86,2.0,2.0,0.726,0.229,2.0,0.0,77.9,2,Eligible
0.0,python-developer,1.0,1.0,8.41,3.0,1.5,1.0,0.78,4.0,3.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.65,0.65,6.19,0.0,0.0,0.163,0.059,0.0,0.0,41.2,0,Foundational / Action Required
2.0,machine-learning-engineer,0.65,0.75,7.19,0.0,0.0,0.21,0.082,2.0,0.0,43.9,0,Foundational / Action Required
0.0,python-developer,1.0,1.0,9.28,4.0,2.0,0.906,0.948,5.0,4.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.92,1.0,7.89,0.0,0.0,0.456,0.553,3.0,0.0,66.4,1,Partially Eligible
1.0,data-analyst,0.85,1.0,7.89,4.0,3.0,0.669,0.884,3.0,3.0,84.0,3,Highly Eligible
5.0,software-developer,0.85,0.75,7.11,0.0,0.0,0.535,0.259,2.0,2.0,66.9,1,Partially Eligible
1.0,data-analyst,0.65,0.65,7.86,0.0,0.0,0.118,0.076,1.0,0.0,38.8,0,Foundational / Action Required
5.0,software-developer,0.65,1.0,6.55,0.5,0.25,0.0,0.162,1.0,1.0,47.1,0,Foundational / Action Required
0.0,python-developer,0.85,0.75,6.99,1.5,0.75,0.595,0.578,2.0,2.0,73.6,2,Eligible
2.0,machine-learning-engineer,0.65,1.0,6.11,1.5,0.75,0.617,0.322,1.0,0.0,67.3,1,Partially Eligible
4.0,web-developer,0.92,1.0,7.58,0.0,0.0,0.477,0.324,3.0,1.0,69.0,2,Eligible
3.0,data-scientist,0.85,0.65,5.72,0.0,0.0,0.318,0.052,0.0,0.0,48.5,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,7.89,0.0,0.0,0.69,0.1,3.0,2.0,77.5,2,Eligible
5.0,software-developer,0.85,1.0,8.01,0.0,0.0,0.634,0.387,1.0,0.0,64.7,1,Partially Eligible
1.0,data-analyst,0.92,0.75,7.44,0.0,0.0,0.572,0.424,1.0,0.0,55.9,1,Partially Eligible
1.0,data-analyst,0.65,1.0,6.37,0.0,0.0,0.252,0.105,0.0,0.0,45.5,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,9.39,0.0,0.0,0.8,0.349,2.0,0.0,80.3,2,Eligible
1.0,data-analyst,0.85,1.0,8.63,1.0,1.0,0.509,0.15,2.0,2.0,73.3,2,Eligible
3.0,data-scientist,0.85,1.0,8.46,1.0,0.5,0.518,0.405,2.0,0.0,63.6,1,Partially Eligible
0.0,python-developer,0.85,0.75,7.66,2.0,1.0,0.671,0.438,3.0,1.0,75.3,2,Eligible
1.0,data-analyst,0.85,0.75,7.0,5.0,3.0,0.692,0.764,5.0,2.0,84.6,3,Highly Eligible
5.0,software-developer,0.85,1.0,8.66,0.0,0.0,0.415,0.33,2.0,0.0,59.0,1,Partially Eligible
2.0,machine-learning-engineer,0.85,0.75,6.54,1.5,0.75,0.4,0.609,3.0,0.0,63.4,1,Partially Eligible
3.0,data-scientist,0.65,1.0,6.94,2.0,1.0,0.702,0.15,1.0,3.0,79.8,2,Eligible
5.0,software-developer,0.45,0.35,7.15,0.0,0.0,0.45,0.002,0.0,0.0,44.7,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,8.48,5.0,2.5,0.792,0.555,2.0,2.0,91.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.07,0.0,0.0,0.566,0.181,1.0,1.0,70.4,2,Eligible
2.0,machine-learning-engineer,0.65,0.35,7.34,0.0,0.0,0.291,0.04,0.0,0.0,46.4,0,Foundational / Action Required
1.0,data-analyst,0.92,0.75,8.47,2.5,2.5,0.841,0.485,2.0,0.0,82.4,3,Highly Eligible
5.0,software-developer,0.85,1.0,7.74,2.0,1.0,0.743,0.282,2.0,1.0,82.4,3,Highly Eligible
0.0,python-developer,0.85,1.0,7.19,0.0,0.0,0.423,0.411,1.0,1.0,62.5,1,Partially Eligible
3.0,data-scientist,0.92,0.75,8.92,3.0,1.5,0.853,0.561,3.0,1.0,94.7,3,Highly Eligible
0.0,python-developer,0.65,0.75,7.92,1.0,0.5,0.4,0.579,1.0,0.0,55.4,1,Partially Eligible
3.0,data-scientist,0.85,0.65,5.72,0.0,0.0,0.19,0.116,1.0,0.0,44.2,0,Foundational / Action Required
1.0,data-analyst,0.45,0.35,6.18,0.0,0.0,0.126,0.115,1.0,0.0,34.9,0,Foundational / Action Required
1.0,data-analyst,0.85,0.35,5.38,1.0,1.0,0.347,0.01,2.0,0.0,55.1,1,Partially Eligible
3.0,data-scientist,0.85,1.0,8.66,1.0,0.5,0.798,0.377,1.0,1.0,83.2,3,Highly Eligible
2.0,machine-learning-engineer,0.92,1.0,8.24,3.0,1.5,0.724,0.68,3.0,2.0,90.4,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.35,5.0,0.0,0.0,0.16,0.226,0.0,0.0,42.6,0,Foundational / Action Required
1.0,data-analyst,0.65,0.35,7.3,0.5,0.5,0.232,0.0,0.0,0.0,39.0,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,8.49,2.0,2.0,0.611,0.733,2.0,3.0,86.1,3,Highly Eligible
0.0,python-developer,0.85,1.0,8.14,0.0,0.0,0.502,0.276,1.0,0.0,60.7,1,Partially Eligible
5.0,software-developer,0.85,0.65,7.68,2.0,1.0,0.511,0.192,2.0,0.0,63.5,1,Partially Eligible
1.0,data-analyst,0.85,0.65,7.75,0.0,0.0,0.262,0.042,0.0,0.0,44.4,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,6.68,1.0,0.5,0.67,0.458,3.0,2.0,84.3,3,Highly Eligible
2.0,machine-learning-engineer,0.92,0.75,8.68,3.0,1.5,0.854,0.441,5.0,1.0,94.9,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,7.17,1.5,0.75,0.502,0.476,2.0,3.0,74.6,2,Eligible
0.0,python-developer,0.65,0.35,6.88,0.0,0.0,0.094,0.019,0.0,0.0,39.0,0,Foundational / Action Required
2.0,machine-learning-engineer,0.92,1.0,8.52,5.0,2.5,0.812,0.838,4.0,4.0,98.0,3,Highly Eligible
2.0,machine-learning-engineer,0.65,1.0,7.03,0.0,0.0,0.192,0.007,0.0,0.0,40.7,0,Foundational / Action Required
5.0,software-developer,0.45,0.65,6.17,0.0,0.0,0.241,0.0,0.0,0.0,38.2,0,Foundational / Action Required
4.0,web-developer,1.0,1.0,9.67,5.0,3.0,0.819,0.942,5.0,2.0,99.0,3,Highly Eligible
3.0,data-scientist,0.65,0.75,7.47,1.0,0.5,0.231,0.15,1.0,1.0,47.0,0,Foundational / Action Required
5.0,software-developer,1.0,1.0,9.37,3.0,1.5,0.869,0.815,4.0,3.0,99.0,3,Highly Eligible
4.0,web-developer,0.85,1.0,8.26,0.0,0.0,0.638,0.331,3.0,1.0,73.3,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,8.25,4.0,2.0,0.764,0.692,3.0,3.0,91.5,3,Highly Eligible
0.0,python-developer,0.85,0.75,8.55,1.0,0.5,0.464,0.247,2.0,2.0,66.6,1,Partially Eligible
0.0,python-developer,0.92,1.0,8.8,6.0,3.0,0.946,0.728,4.0,4.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,8.02,0.0,0.0,0.566,0.265,1.0,0.0,66.6,1,Partially Eligible
1.0,data-analyst,0.65,1.0,7.48,0.0,0.0,0.199,0.202,0.0,0.0,45.2,0,Foundational / Action Required
4.0,web-developer,0.65,0.75,7.71,1.5,1.5,0.602,0.35,3.0,1.0,75.4,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,7.6,2.0,1.0,1.0,0.598,3.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,0.85,0.75,7.81,0.5,0.25,0.705,0.358,2.0,1.0,72.9,2,Eligible
0.0,python-developer,0.65,0.75,7.83,0.0,0.0,0.151,0.136,0.0,0.0,41.8,0,Foundational / Action Required
4.0,web-developer,0.85,0.75,8.08,2.0,2.0,0.541,0.278,2.0,1.0,65.2,1,Partially Eligible
3.0,data-scientist,0.92,1.0,9.5,1.0,0.5,0.461,0.316,2.0,1.0,74.0,2,Eligible
2.0,machine-learning-engineer,0.85,0.75,7.83,1.5,0.75,0.574,0.408,3.0,1.0,74.2,2,Eligible
5.0,software-developer,0.65,0.35,5.77,0.0,0.0,0.45,0.043,0.0,1.0,51.1,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,1.0,7.56,3.0,1.5,0.915,0.722,3.0,3.0,95.3,3,Highly Eligible
3.0,data-scientist,0.92,1.0,7.6,5.0,2.5,0.705,0.871,4.0,2.0,87.2,3,Highly Eligible
4.0,web-developer,0.85,1.0,7.11,0.0,0.0,0.363,0.493,1.0,0.0,56.4,1,Partially Eligible
4.0,web-developer,0.92,0.75,7.4,3.0,3.0,0.915,0.75,3.0,4.0,99.0,3,Highly Eligible
0.0,python-developer,0.92,1.0,8.34,0.0,0.0,0.632,0.411,1.0,2.0,76.0,2,Eligible
3.0,data-scientist,0.45,0.65,8.0,0.0,0.0,0.317,0.172,1.0,0.0,43.7,0,Foundational / Action Required
4.0,web-developer,0.65,0.65,5.87,0.0,0.0,0.2,0.259,0.0,0.0,38.8,0,Foundational / Action Required
1.0,data-analyst,0.85,1.0,6.73,2.5,2.5,0.654,0.258,3.0,0.0,77.1,2,Eligible
2.0,machine-learning-engineer,0.92,1.0,7.0,4.0,2.0,0.815,0.671,3.0,1.0,85.8,3,Highly Eligible
0.0,python-developer,0.92,1.0,8.41,0.0,0.0,0.494,0.27,2.0,0.0,65.6,1,Partially Eligible
5.0,software-developer,0.85,1.0,8.77,5.0,2.5,0.684,0.501,3.0,1.0,84.0,3,Highly Eligible
3.0,data-scientist,0.92,0.75,9.12,5.0,2.5,0.803,0.747,3.0,2.0,90.6,3,Highly Eligible
0.0,python-developer,0.85,1.0,9.03,4.0,2.0,0.796,0.396,3.0,2.0,88.9,3,Highly Eligible
4.0,web-developer,0.92,1.0,7.49,0.0,0.0,0.504,0.333,1.0,1.0,66.4,1,Partially Eligible
4.0,web-developer,0.85,1.0,9.5,0.0,0.0,0.8,0.426,2.0,0.0,77.4,2,Eligible
5.0,software-developer,0.85,1.0,8.46,0.0,0.0,0.41,0.564,2.0,1.0,61.9,1,Partially Eligible
5.0,software-developer,0.85,0.75,7.75,0.5,0.25,0.612,0.548,2.0,2.0,70.5,2,Eligible
5.0,software-developer,0.45,0.65,7.04,0.0,0.0,0.176,0.192,1.0,1.0,36.8,0,Foundational / Action Required
5.0,software-developer,0.85,0.75,8.04,0.0,0.0,0.773,0.28,2.0,1.0,73.4,2,Eligible
5.0,software-developer,0.65,0.65,7.44,2.5,1.25,0.468,0.61,2.0,1.0,66.0,1,Partially Eligible
1.0,data-analyst,0.85,0.75,6.54,0.0,0.0,0.047,0.153,0.0,0.0,40.3,0,Foundational / Action Required
2.0,machine-learning-engineer,0.45,0.35,5.96,0.5,0.25,0.25,0.052,0.0,0.0,36.4,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,7.63,0.5,0.25,0.573,0.6,2.0,0.0,70.9,2,Eligible
0.0,python-developer,0.65,0.65,6.25,1.0,0.5,0.171,0.032,0.0,0.0,43.4,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,7.74,1.0,0.5,0.659,0.514,2.0,0.0,71.5,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,7.88,5.0,2.5,0.831,0.527,3.0,1.0,85.6,3,Highly Eligible
4.0,web-developer,0.85,0.75,8.57,2.0,2.0,0.501,0.329,2.0,0.0,65.7,1,Partially Eligible
2.0,machine-learning-engineer,0.92,0.75,7.81,4.0,2.0,0.767,0.572,3.0,4.0,95.0,3,Highly Eligible
5.0,software-developer,0.85,0.75,7.94,2.0,1.0,0.75,0.699,3.0,1.0,82.5,3,Highly Eligible
0.0,python-developer,0.85,0.75,6.44,0.0,0.0,0.097,0.21,1.0,0.0,35.0,0,Foundational / Action Required
5.0,software-developer,0.85,0.75,8.19,5.0,2.5,0.823,0.65,5.0,1.0,92.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,9.5,0.0,0.0,0.73,0.239,3.0,0.0,72.7,2,Eligible
4.0,web-developer,0.85,1.0,7.75,3.0,3.0,0.88,0.621,5.0,2.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.65,1.0,7.14,0.5,0.25,0.153,0.034,1.0,0.0,43.1,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,7.97,3.0,1.5,0.957,0.429,3.0,3.0,96.7,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.35,1.0,0.5,0.406,0.435,2.0,0.0,65.7,1,Partially Eligible
2.0,machine-learning-engineer,0.85,1.0,7.06,1.0,0.5,0.566,0.379,2.0,0.0,69.5,2,Eligible
3.0,data-scientist,0.85,0.65,5.2,0.0,0.0,0.207,0.058,0.0,0.0,41.2,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,7.78,0.0,0.0,0.734,0.59,1.0,1.0,76.3,2,Eligible
2.0,machine-learning-engineer,0.65,1.0,6.53,0.0,0.0,0.259,0.116,0.0,0.0,45.5,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,6.72,0.0,0.0,0.707,0.543,2.0,0.0,70.8,2,Eligible
1.0,data-analyst,1.0,1.0,9.37,6.0,3.0,0.963,0.828,4.0,2.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,9.14,0.0,0.0,0.607,0.224,2.0,1.0,72.3,2,Eligible
3.0,data-scientist,0.92,0.75,6.0,1.5,0.75,0.597,0.477,3.0,0.0,72.2,2,Eligible
5.0,software-developer,0.85,1.0,7.57,3.0,1.5,0.665,0.791,3.0,1.0,80.4,2,Eligible
3.0,data-scientist,0.85,1.0,8.02,1.0,0.5,0.791,0.246,1.0,1.0,80.0,2,Eligible
5.0,software-developer,0.85,0.75,6.99,0.0,0.0,0.013,0.254,0.0,0.0,40.6,0,Foundational / Action Required
5.0,software-developer,0.45,0.65,7.27,1.0,0.5,0.45,0.026,0.0,0.0,49.7,0,Foundational / Action Required
1.0,data-analyst,0.92,1.0,9.31,3.0,3.0,0.898,0.633,3.0,3.0,99.0,3,Highly Eligible
4.0,web-developer,0.85,1.0,8.56,0.0,0.0,0.46,0.235,3.0,1.0,66.8,1,Partially Eligible
4.0,web-developer,0.85,1.0,7.63,1.0,1.0,0.721,0.207,2.0,1.0,81.5,2,Eligible
2.0,machine-learning-engineer,0.65,0.75,8.12,1.5,0.75,0.598,0.701,3.0,0.0,65.5,1,Partially Eligible
3.0,data-scientist,0.85,1.0,7.77,0.0,0.0,0.409,0.453,1.0,0.0,56.0,1,Partially Eligible
4.0,web-developer,0.65,0.65,8.07,2.5,2.5,0.7,0.478,1.0,2.0,78.8,2,Eligible
0.0,python-developer,0.92,1.0,8.65,4.0,2.0,0.746,0.546,4.0,1.0,87.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.35,6.16,0.5,0.25,0.327,0.191,2.0,0.0,53.3,1,Partially Eligible
2.0,machine-learning-engineer,0.45,0.65,6.42,0.0,0.0,0.319,0.152,2.0,0.0,42.0,0,Foundational / Action Required
1.0,data-analyst,0.65,1.0,6.67,1.5,1.5,0.601,0.449,2.0,0.0,64.0,1,Partially Eligible
3.0,data-scientist,0.92,1.0,7.7,3.0,1.5,0.734,0.588,4.0,2.0,87.8,3,Highly Eligible
4.0,web-developer,0.85,1.0,8.32,0.0,0.0,0.584,0.506,3.0,2.0,69.8,2,Eligible
4.0,web-developer,0.85,1.0,7.82,2.0,2.0,0.6,0.733,3.0,2.0,80.3,2,Eligible
5.0,software-developer,0.92,1.0,7.59,0.0,0.0,0.498,0.372,2.0,1.0,69.1,2,Eligible
2.0,machine-learning-engineer,0.92,1.0,8.51,0.0,0.0,0.559,0.404,1.0,0.0,67.4,1,Partially Eligible
3.0,data-scientist,0.85,0.35,6.52,0.0,0.0,0.0,0.078,0.0,0.0,37.6,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,8.62,4.0,2.0,1.0,0.492,4.0,2.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,1.0,6.96,1.5,0.75,0.625,0.535,2.0,2.0,79.7,2,Eligible
5.0,software-developer,0.85,1.0,8.22,0.5,0.25,0.649,0.205,1.0,1.0,71.5,2,Eligible
1.0,data-analyst,0.85,0.75,8.43,0.0,0.0,0.35,0.538,3.0,1.0,57.3,1,Partially Eligible
4.0,web-developer,0.85,0.75,7.75,0.5,0.5,0.42,0.15,2.0,1.0,64.8,1,Partially Eligible
3.0,data-scientist,0.85,1.0,8.49,1.0,0.5,0.436,0.15,2.0,0.0,60.9,1,Partially Eligible
5.0,software-developer,0.85,1.0,8.47,4.0,2.0,0.963,0.467,4.0,2.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,0.75,7.29,2.0,2.0,0.4,0.414,3.0,3.0,75.1,2,Eligible
5.0,software-developer,0.45,0.75,6.73,0.0,0.0,0.231,0.087,0.0,0.0,34.8,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,9.44,2.0,1.0,0.628,0.551,5.0,3.0,89.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,6.81,1.5,0.75,0.532,0.595,2.0,3.0,77.5,2,Eligible
4.0,web-developer,0.65,1.0,6.31,1.5,1.5,0.495,0.303,1.0,1.0,65.2,1,Partially Eligible
5.0,software-developer,0.85,1.0,7.7,2.0,1.0,0.683,0.573,4.0,4.0,87.7,3,Highly Eligible
5.0,software-developer,0.92,1.0,8.83,3.0,1.5,0.982,0.84,3.0,3.0,99.0,3,Highly Eligible
4.0,web-developer,0.85,1.0,7.81,0.0,0.0,0.35,0.52,3.0,2.0,61.9,1,Partially Eligible
2.0,machine-learning-engineer,0.92,1.0,7.98,3.0,1.5,0.907,0.598,3.0,4.0,95.5,3,Highly Eligible
0.0,python-developer,0.85,1.0,7.87,0.0,0.0,0.35,0.446,2.0,0.0,58.8,1,Partially Eligible
1.0,data-analyst,0.92,0.75,7.23,0.0,0.0,0.54,0.326,2.0,2.0,73.6,2,Eligible
5.0,software-developer,0.92,1.0,8.74,4.0,2.0,0.963,0.691,6.0,2.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.92,1.0,7.28,2.0,1.0,0.445,0.16,2.0,0.0,62.2,1,Partially Eligible
1.0,data-analyst,0.92,1.0,8.76,0.0,0.0,0.35,0.386,1.0,2.0,65.4,1,Partially Eligible
1.0,data-analyst,0.92,1.0,8.05,4.0,3.0,0.945,0.837,6.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.65,0.35,6.34,0.0,0.0,0.334,0.159,0.0,0.0,43.3,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,7.6,0.0,0.0,0.373,0.1,3.0,2.0,66.9,1,Partially Eligible
0.0,python-developer,0.85,1.0,7.46,0.0,0.0,0.35,0.153,1.0,0.0,56.8,1,Partially Eligible
1.0,data-analyst,0.92,1.0,8.51,2.0,2.0,0.793,0.545,2.0,2.0,88.2,3,Highly Eligible
3.0,data-scientist,1.0,1.0,9.34,3.0,1.5,0.909,0.838,5.0,2.0,98.0,3,Highly Eligible
4.0,web-developer,0.85,1.0,7.01,0.0,0.0,0.713,0.195,3.0,1.0,75.3,2,Eligible
0.0,python-developer,0.92,1.0,8.67,0.5,0.25,0.463,0.301,2.0,1.0,68.5,2,Eligible
3.0,data-scientist,0.45,0.75,5.0,0.0,0.0,0.045,0.052,0.0,0.0,33.1,0,Foundational / Action Required
3.0,data-scientist,1.0,1.0,8.62,4.0,2.0,0.786,0.543,4.0,2.0,93.1,3,Highly Eligible
5.0,software-developer,0.85,0.75,7.1,1.5,0.75,0.622,0.15,3.0,2.0,80.9,2,Eligible
4.0,web-developer,0.85,0.75,8.74,4.0,3.0,0.807,0.577,3.0,2.0,91.1,3,Highly Eligible
1.0,data-analyst,0.45,1.0,5.87,0.0,0.0,0.106,0.114,1.0,1.0,39.7,0,Foundational / Action Required
5.0,software-developer,0.85,0.75,8.31,0.5,0.25,0.487,0.164,2.0,0.0,58.2,1,Partially Eligible
5.0,software-developer,0.85,0.75,7.57,0.0,0.0,0.679,0.518,1.0,0.0,66.4,1,Partially Eligible
3.0,data-scientist,0.85,1.0,8.32,0.0,0.0,0.745,0.192,2.0,0.0,73.1,2,Eligible
3.0,data-scientist,0.85,0.75,7.19,1.5,0.75,0.709,0.75,3.0,1.0,78.9,2,Eligible
3.0,data-scientist,0.85,1.0,8.76,1.0,0.5,0.489,0.389,3.0,1.0,67.4,1,Partially Eligible
1.0,data-analyst,0.92,1.0,8.48,6.0,3.0,0.918,0.848,6.0,4.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.82,1.0,1.0,0.45,0.181,1.0,1.0,68.4,2,Eligible
5.0,software-developer,0.85,0.75,7.06,0.0,0.0,0.552,0.476,2.0,0.0,67.0,1,Partially Eligible
5.0,software-developer,0.85,1.0,9.01,3.0,1.5,0.985,0.684,2.0,2.0,99.0,3,Highly Eligible
0.0,python-developer,0.85,0.65,7.93,1.0,0.5,0.558,0.15,1.0,0.0,66.3,1,Partially Eligible
0.0,python-developer,0.92,1.0,8.29,0.0,0.0,0.583,0.362,3.0,2.0,72.5,2,Eligible
3.0,data-scientist,0.65,0.65,7.33,0.0,0.0,0.211,0.022,0.0,0.0,40.6,0,Foundational / Action Required
1.0,data-analyst,0.92,1.0,10.0,3.0,3.0,0.884,1.0,5.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.88,1.0,1.0,0.529,0.427,3.0,0.0,72.6,2,Eligible
5.0,software-developer,0.85,1.0,7.78,0.5,0.25,0.631,0.1,2.0,1.0,76.5,2,Eligible
4.0,web-developer,0.85,1.0,8.94,2.0,2.0,0.921,0.63,3.0,2.0,99.0,3,Highly Eligible
3.0,data-scientist,0.92,0.75,7.29,1.5,0.75,0.636,0.401,2.0,1.0,70.9,2,Eligible
0.0,python-developer,0.92,0.75,8.4,3.0,1.5,0.889,0.9,3.0,2.0,93.6,3,Highly Eligible
4.0,web-developer,0.85,1.0,6.73,2.0,2.0,0.618,0.229,2.0,0.0,73.2,2,Eligible
1.0,data-analyst,0.92,1.0,8.72,4.0,3.0,0.8,0.775,3.0,2.0,96.2,3,Highly Eligible
0.0,python-developer,0.85,1.0,8.97,2.5,1.25,0.679,0.302,2.0,2.0,83.9,3,Highly Eligible
3.0,data-scientist,1.0,1.0,8.92,4.0,2.0,0.918,0.807,4.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.92,1.0,8.62,2.5,2.5,0.56,0.416,2.0,0.0,72.2,2,Eligible
3.0,data-scientist,0.92,0.75,7.89,2.5,1.25,0.648,0.481,2.0,1.0,77.6,2,Eligible
5.0,software-developer,0.45,0.75,5.2,0.0,0.0,0.156,0.055,0.0,0.0,29.2,0,Foundational / Action Required
4.0,web-developer,0.92,1.0,7.96,0.5,0.5,0.493,0.264,2.0,1.0,69.6,2,Eligible
4.0,web-developer,0.65,0.65,6.6,1.5,1.5,0.678,0.15,4.0,2.0,79.8,2,Eligible
4.0,web-developer,0.85,0.75,7.55,5.0,3.0,0.797,0.643,3.0,3.0,87.2,3,Highly Eligible
2.0,machine-learning-engineer,0.65,0.35,7.27,0.0,0.0,0.119,0.103,0.0,0.0,38.0,0,Foundational / Action Required
3.0,data-scientist,0.85,0.35,5.92,0.5,0.25,0.437,0.121,0.0,0.0,50.3,0,Foundational / Action Required
4.0,web-developer,0.45,0.35,5.87,0.0,0.0,0.272,0.145,2.0,0.0,39.9,0,Foundational / Action Required
5.0,software-developer,0.85,0.75,8.59,0.0,0.0,0.359,0.329,2.0,1.0,59.7,1,Partially Eligible
4.0,web-developer,0.85,0.75,9.08,2.5,2.5,0.561,0.349,2.0,1.0,74.0,2,Eligible
3.0,data-scientist,0.85,1.0,6.8,0.0,0.0,0.283,0.218,0.0,0.0,50.2,0,Foundational / Action Required
4.0,web-developer,0.85,0.75,7.83,2.0,2.0,0.701,0.439,1.0,0.0,72.4,2,Eligible
3.0,data-scientist,0.85,1.0,7.49,1.0,0.5,0.474,0.406,3.0,1.0,69.8,2,Eligible
1.0,data-analyst,0.85,0.35,7.99,0.0,0.0,0.086,0.116,0.0,0.0,44.8,0,Foundational / Action Required
5.0,software-developer,0.85,0.65,7.04,0.0,0.0,0.412,0.0,1.0,1.0,56.0,1,Partially Eligible
3.0,data-scientist,0.65,0.65,5.2,0.5,0.25,0.158,0.3,0.0,0.0,35.3,0,Foundational / Action Required
3.0,data-scientist,0.85,0.35,5.77,0.0,0.0,0.389,0.0,0.0,0.0,49.4,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,0.75,6.5,1.0,0.5,0.573,0.282,2.0,0.0,63.5,1,Partially Eligible
1.0,data-analyst,0.65,0.65,6.51,2.0,2.0,0.784,0.15,3.0,0.0,76.7,2,Eligible
5.0,software-developer,0.85,0.75,8.39,2.5,1.25,0.641,0.15,2.0,0.0,78.2,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,6.49,1.5,0.75,0.4,0.481,3.0,1.0,69.0,2,Eligible
4.0,web-developer,0.85,1.0,7.0,3.0,3.0,0.838,0.627,3.0,1.0,90.7,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.45,1.0,0.5,0.8,0.539,1.0,0.0,78.0,2,Eligible
5.0,software-developer,0.85,1.0,7.72,0.0,0.0,0.623,0.538,1.0,0.0,67.1,1,Partially Eligible
1.0,data-analyst,0.92,0.75,8.4,2.5,2.5,0.4,0.613,2.0,0.0,66.2,1,Partially Eligible
2.0,machine-learning-engineer,0.85,1.0,9.8,4.0,2.0,0.833,0.834,3.0,2.0,89.8,3,Highly Eligible
3.0,data-scientist,0.85,0.65,7.37,1.5,0.75,0.539,0.489,3.0,1.0,72.8,2,Eligible
0.0,python-developer,0.85,0.75,8.09,1.0,0.5,0.453,0.243,3.0,1.0,68.3,2,Eligible
5.0,software-developer,0.92,1.0,8.78,5.0,2.5,1.0,0.639,4.0,3.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.92,1.0,8.5,3.0,1.5,0.729,0.634,3.0,1.0,85.4,3,Highly Eligible
1.0,data-analyst,0.85,0.75,9.29,5.0,3.0,0.875,0.802,3.0,1.0,92.4,3,Highly Eligible
2.0,machine-learning-engineer,0.65,0.65,7.77,0.0,0.0,0.132,0.15,1.0,0.0,41.2,0,Foundational / Action Required
2.0,machine-learning-engineer,0.92,1.0,9.47,3.0,1.5,0.822,0.904,4.0,3.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.65,0.35,5.97,0.0,0.0,0.077,0.079,0.0,0.0,37.5,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,8.77,0.0,0.0,0.522,0.422,2.0,1.0,65.8,1,Partially Eligible
0.0,python-developer,0.85,1.0,8.25,4.0,2.0,0.999,0.602,3.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.45,0.65,5.94,0.0,0.0,0.0,0.15,0.0,0.0,29.1,0,Foundational / Action Required
